"Group","Scenario","Geography","ValueType","Value","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","50th centile","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"PHE","Forecast","South West","infections_cum",153764.889260433,61211.1792487429,79470.396485243,115026.039349814,210458.445505378,342864.592772211,491752.381529595,491752.381529595,12,4,2020,8,4,2020
"PHE","Forecast","South West","infections_cum",156719.83777604,61646.4717395832,79880.1473359773,116861.4392127,214375.111585559,360020.551261702,508243.961882264,508243.961882264,12,4,2020,9,4,2020
"PHE","Forecast","South West","infections_cum",158434.311405788,62210.5700896477,80355.0318292966,118351.9434719,220103.828909675,381918.415614061,529068.198604346,529068.198604346,12,4,2020,10,4,2020
"PHE","Forecast","South West","infections_cum",161063.556849307,62371.3518287031,80779.7129190724,119445.493201921,227097.747894309,402416.744864082,560330.378680608,560330.378680608,12,4,2020,11,4,2020
"PHE","Forecast","South West","infections_cum",163173.013599848,62672.8115419361,81154.1235681552,120941.829359441,233180.276006297,413519.449138056,591846.499340168,591846.499340168,12,4,2020,12,4,2020
"PHE","Forecast","South West","infections_cum",165158.104155726,62820.2128946989,81488.8842161182,122542.059068267,238018.281857313,429725.931936381,611901.660016128,611901.660016128,12,4,2020,13,4,2020
"PHE","Forecast","South West","infections_cum",167113.556373284,62850.3695774034,81785.7733436801,123205.011802776,243177.10455574,442858.200934485,640860.356209667,640860.356209667,12,4,2020,14,4,2020
"PHE","Forecast","South West","infections_cum",168399.234086633,62874.7526891762,82008.7018645474,123793.648130241,248429.864274802,460131.47789965,677483.324033174,677483.324033174,12,4,2020,15,4,2020
"PHE","Forecast","South West","infections_cum",170245.23874718,62894.4694880988,82284.5671278425,124698.712687412,251480.259159894,480666.399945977,719390.958458698,719390.958458698,12,4,2020,16,4,2020
"PHE","Forecast","South West","infections_cum",172564.182237686,62910.4145996876,82350.181871323,125433.634714907,256732.671839541,503209.357091542,756442.058434988,756442.058434988,12,4,2020,17,4,2020
"PHE","Forecast","South West","infections_cum",174265.097599828,62923.3108927815,82395.8140624718,125829.512990615,261862.444680525,529152.927005577,791289.417231026,791289.417231026,12,4,2020,18,4,2020
"PHE","Forecast","South West","infections_cum",176514.877628551,62933.7424929442,82546.704275991,126151.795772625,266759.169291333,552201.772561405,838834.579827901,838834.579827901,12,4,2020,19,4,2020
"PHE","Forecast","South West","infections_cum",177889.201163199,62942.1814434838,82684.9308497287,126429.763297753,272816.080349697,568781.481188539,899468.925246853,899468.925246853,12,4,2020,20,4,2020
"PHE","Forecast","South West","infections_cum",179454.09019145,62949.1731256102,82811.6055584882,126879.804649865,276150.099536801,583888.43917257,952924.132091539,952924.132091539,12,4,2020,21,4,2020
"PHE","Forecast","South West","infections_cum",179800.056876701,62958.8667161444,82911.5823175061,127594.145796733,280365.462071763,599209.369769663,1004123.26712211,1004123.26712211,12,4,2020,22,4,2020
"PHE","Forecast","South West","infections_cum",180818.049602596,63037.2113145718,82951.7741038134,127856.342935995,285970.23809844,630505.379456418,1067749.68069093,1067749.68069093,12,4,2020,23,4,2020
"PHE","Forecast","South West","infections_cum",181913.28187645,63107.2694644175,83004.5678428985,128018.2803418,289395.531564759,651544.238538057,1113354.16747485,1113354.16747485,12,4,2020,24,4,2020
"PHE","Forecast","South West","infections_cum",182805.913582485,63169.9178717318,83076.8649684619,128202.594521828,293126.835673098,673487.355089878,1165456.34512614,1165456.34512614,12,4,2020,25,4,2020
"PHE","Forecast","South West","infections_cum",183418.994024234,63225.9404535064,83252.2757742433,128406.59003828,298003.482749939,700352.475470474,1221384.36592755,1221384.36592755,12,4,2020,26,4,2020
"PHE","Forecast","South West","infections_cum",184584.107395787,63276.0381591476,83256.1602765293,128510.410670637,303201.052186942,726137.160654145,1278211.88855957,1278211.88855957,12,4,2020,27,4,2020
"PHE","Forecast","South West","infections_cum",185429.303541854,63320.8377537821,83305.8256800931,128599.277688731,309400.790172699,748419.961328923,1335886.65748162,1335886.65748162,12,4,2020,28,4,2020
"PHE","Forecast","South West","infections_cum",185972.779074888,63360.8996726988,83366.1701933251,128704.127822654,312323.76609387,771075.939100434,1394286.87520797,1394286.87520797,12,4,2020,29,4,2020
"PHE","Forecast","South West","infections_cum",186926.403899074,63396.7250446127,83383.2917057183,129034.85592176,316137.699939325,797476.766505721,1453283.78698386,1453283.78698386,12,4,2020,30,4,2020
"PHE","Forecast","South West","infections_cum",187381.251355716,63428.7619712857,83477.6456572611,129173.864694296,319991.267797614,822799.486665541,1512742.73712334,1512742.73712334,12,4,2020,1,5,2020
"PHE","Forecast","Scotland","infections_cum",17565.4424591691,8527.65396873335,10003.8807194453,13702.0267605328,22756.362570403,35299.13736569,55121.7843047208,55121.7843047208,12,4,2020,14,3,2020
"PHE","Forecast","Scotland","infections_cum",21407.1425936874,10423.4338141034,12273.6868761144,16669.6444257077,27724.9318820491,42854.8619764622,66277.6651701988,66277.6651701988,12,4,2020,15,3,2020
"PHE","Forecast","Scotland","infections_cum",26284.4661902876,12723.0914497227,15032.6459020434,20228.0895398517,33874.6454103705,51806.1990971442,78686.8038035704,78686.8038035704,12,4,2020,16,3,2020
"PHE","Forecast","Scotland","infections_cum",31991.7174564002,15463.4633929897,18226.9296217684,24555.6719699099,41094.0279088884,63066.4338337676,95698.7408094895,95698.7408094895,12,4,2020,17,3,2020
"PHE","Forecast","Scotland","infections_cum",38937.8909916254,18796.997074362,22382.9922822719,30007.3638522865,50499.1939877536,76595.3420400867,115118.237496358,115118.237496358,12,4,2020,18,3,2020
"PHE","Forecast","Scotland","infections_cum",47486.1853258904,23075.0502462246,27099.4164765138,36525.2505293194,61388.5593757096,93475.6654384412,142487.86645662,142487.86645662,12,4,2020,19,3,2020
"PHE","Forecast","Scotland","infections_cum",58061.8521262562,27435.1183383549,32818.6328203197,44540.3988243269,74805.9725094993,115329.030098417,176154.429665393,176154.429665393,12,4,2020,20,3,2020
"PHE","Forecast","Scotland","infections_cum",70535.4876002134,33055.4249163127,39624.854634816,54201.5906965773,91068.4697076203,142918.339535448,213527.227990841,213527.227990841,12,4,2020,21,3,2020
"PHE","Forecast","Scotland","infections_cum",86434.4963671052,39472.1759754639,48127.0504222765,65952.3127445996,110305.798955331,172802.373638239,256877.968240612,256877.968240612,12,4,2020,22,3,2020
"PHE","Forecast","Scotland","infections_cum",105471.242456354,47587.7065418103,58731.4281223906,79672.4992985,133984.148462689,212719.487366259,317211.996349253,317211.996349253,12,4,2020,23,3,2020
"PHE","Forecast","Scotland","infections_cum",118493.40285159,53404.5915723581,66504.8340686193,90153.8690559621,150714.706963835,237216.759453418,358976.455418873,358976.455418873,12,4,2020,24,3,2020
"PHE","Forecast","Scotland","infections_cum",124256.338628992,56800.5695405998,70247.960073886,95284.1009372912,160204.07354019,252830.913808585,375696.273042794,375696.273042794,12,4,2020,25,3,2020
"PHE","Forecast","Scotland","infections_cum",132207.289575051,60669.4751703309,75045.7805808117,101446.07990496,171339.306223482,268724.906125752,392219.31511653,392219.31511653,12,4,2020,26,3,2020
"PHE","Forecast","Scotland","infections_cum",139426.058641781,64002.3662896414,79091.8735007861,108432.490148111,183213.48551377,289872.647846093,428680.920517224,428680.920517224,12,4,2020,27,3,2020
"PHE","Forecast","Scotland","infections_cum",147716.360040736,66072.7083456684,83640.0094665599,115579.178908126,194692.045713825,314788.382071834,457646.730973948,457646.730973948,12,4,2020,28,3,2020
"PHE","Forecast","Scotland","infections_cum",155511.746695286,68019.2609731845,86637.3633223152,121415.386172818,206918.440983277,332739.556682269,481113.834109478,481113.834109478,12,4,2020,29,3,2020
"PHE","Forecast","Scotland","infections_cum",164072.878693425,69574.4843537069,90190.5250412682,126885.645147608,219410.858587443,356956.610580972,523709.461564396,523709.461564396,12,4,2020,30,3,2020
"PHE","Forecast","Scotland","infections_cum",171734.570604389,70999.4073890674,93888.427468271,131619.256157024,231936.974556991,379286.475774041,566269.147041165,566269.147041165,12,4,2020,31,3,2020
"PHE","Forecast","Scotland","infections_cum",178517.140642628,72876.8279680625,96113.4935449319,136389.571858299,246459.562008686,403701.768754229,605157.178837494,605157.178837494,12,4,2020,1,4,2020
"PHE","Forecast","Scotland","infections_cum",186308.573754269,73311.0985050044,97285.002703832,141960.743944213,261392.247930621,429149.225260642,642156.131124658,642156.131124658,12,4,2020,2,4,2020
"PHE","Forecast","Scotland","infections_cum",194173.414745133,74244.6537659637,98639.467365758,146312.040859773,275133.781933727,463775.131936622,681660.293861456,681660.293861456,12,4,2020,3,4,2020
"PHE","Forecast","Scotland","infections_cum",201875.148646663,75298.1617376535,99700.5941786458,149198.909703128,289228.157625797,499784.244471368,767053.351572012,767053.351572012,12,4,2020,4,4,2020
"PHE","Forecast","Scotland","infections_cum",208560.45152159,76670.0757989834,100564.026200461,152179.161221909,302290.069775604,544601.631680238,847487.487443593,847487.487443593,12,4,2020,5,4,2020
"PHE","Forecast","Scotland","infections_cum",216552.833723123,77929.1701128423,101351.798572003,155948.766824463,315369.459797799,586880.121310522,930020.821558135,930020.821558135,12,4,2020,6,4,2020
"PHE","Forecast","Scotland","infections_cum",223786.374836001,78684.7173035325,102643.395450744,157967.628656297,331205.073119366,627212.550505702,1000809.84221878,1000809.84221878,12,4,2020,7,4,2020
"PHE","Forecast","Scotland","infections_cum",230470.712114871,78718.115338868,103392.736722018,161428.470016485,348689.839318948,675032.364804763,1088251.09247973,1088251.09247973,12,4,2020,8,4,2020
"PHE","Forecast","Scotland","infections_cum",237144.578554354,78747.2291129656,103869.346694188,163980.267260065,361745.901431398,716342.488929985,1178203.35018609,1178203.35018609,12,4,2020,9,4,2020
"PHE","Forecast","Scotland","infections_cum",243932.172821979,79215.3195492342,104209.269718717,167579.880676161,375134.744234865,772906.832213917,1258804.42923349,1258804.42923349,12,4,2020,10,4,2020
"PHE","Forecast","Scotland","infections_cum",248986.007224322,80165.2239394111,105118.458689029,169579.330702005,388502.786766544,823977.008206569,1370203.91207243,1370203.91207243,12,4,2020,11,4,2020
"PHE","Forecast","Scotland","infections_cum",253543.293555799,80664.5328162646,105572.959738257,171105.355726924,404083.278772184,876744.411678441,1462295.53959251,1462295.53959251,12,4,2020,12,4,2020
"PHE","Forecast","Scotland","infections_cum",257116.252627567,81550.8701883511,106395.417755444,172264.368481259,417331.349789605,935789.067551866,1537583.07487537,1537583.07487537,12,4,2020,13,4,2020
"PHE","Forecast","Scotland","infections_cum",261570.665744957,82705.5822817844,107132.248206668,173306.292994233,427708.207275009,996864.653992238,1635473.61251711,1635473.61251711,12,4,2020,14,4,2020
"PHE","Forecast","Scotland","infections_cum",267482.835350751,83446.8815189999,107511.054406349,175690.3926166,439320.942714612,1069890.26485632,1814240.38978456,1814240.38978456,12,4,2020,15,4,2020
"PHE","Forecast","Scotland","infections_cum",272852.522696989,84143.2593422506,107850.604584304,176642.433884768,454185.85339001,1145361.98191372,1994341.41169037,1994341.41169037,12,4,2020,16,4,2020
"PHE","Forecast","Scotland","infections_cum",276403.009332957,84713.1886370067,108154.965352314,177846.731261522,467770.641726031,1235549.16796037,2127997.1962218,2127997.1962218,12,4,2020,17,4,2020
"PHE","Forecast","Scotland","infections_cum",282407.458524142,84725.5046023808,108427.781888882,179051.731448976,483303.954054966,1338669.59185806,2261926.98736444,2261926.98736444,12,4,2020,18,4,2020
"PHE","Forecast","Scotland","infections_cum",286844.521855258,84735.4052488285,108672.322123206,180559.078961151,501104.392026352,1441348.87014907,2394953.18931015,2394953.18931015,12,4,2020,19,4,2020
"PHE","Forecast","Scotland","infections_cum",291860.116585819,84743.3692173201,108866.429452181,181443.87531886,518516.674666772,1527384.38863737,2529259.30488514,2529259.30488514,12,4,2020,20,4,2020
"PHE","Forecast","Scotland","infections_cum",297872.963492925,84749.7796798427,108880.957691479,181674.232540304,535595.275075667,1628847.19840713,2656751.68549228,2656751.68549228,12,4,2020,21,4,2020
"PHE","Forecast","Scotland","infections_cum",302858.82045145,84754.9434474766,108893.35480025,181830.788582817,552801.922298781,1721304.11722771,2805840.87690373,2805840.87690373,12,4,2020,22,4,2020
"PHE","Forecast","Scotland","infections_cum",307094.141540977,84759.1062533567,108903.970395422,182273.116521933,570256.150480147,1825064.9989246,2987675.06110727,2987675.06110727,12,4,2020,23,4,2020
"PHE","Forecast","Scotland","infections_cum",311088.261017028,84762.4649721004,108913.090838363,182517.566167015,588667.502885136,1929240.62800706,3162701.61379849,3162701.61379849,12,4,2020,24,4,2020
"PHE","Forecast","Scotland","infections_cum",313696.361767719,84765.1773881842,108920.951521063,182758.80608603,604735.251882588,2032998.79656609,3314370.10699267,3314370.10699267,12,4,2020,25,4,2020
"PHE","Forecast","Scotland","infections_cum",316285.178596176,84767.3700047323,108927.746656984,182984.018923712,621824.789374814,2122454.31918371,3449281.56865757,3449281.56865757,12,4,2020,26,4,2020
"PHE","Forecast","Scotland","infections_cum",318569.221327793,84769.1442863041,108933.637096601,183594.718171566,636793.34967132,2229653.43359049,3574625.78326837,3574625.78326837,12,4,2020,27,4,2020
"PHE","Forecast","Scotland","infections_cum",320973.347014112,84770.5816504409,109123.169910907,183996.623675448,651655.938499835,2317895.97798269,3690074.51779428,3690074.51779428,12,4,2020,28,4,2020
"PHE","Forecast","Scotland","infections_cum",322508.402482819,84771.7474594752,109444.182935607,184587.385499367,668866.164952831,2429175.59651494,3795562.08214704,3795562.08214704,12,4,2020,29,4,2020
"PHE","Forecast","Scotland","infections_cum",324725.756330677,84772.6942134734,109450.88312838,185557.138507076,692203.954353194,2536027.61718717,3891029.34341977,3891029.34341977,12,4,2020,30,4,2020
"PHE","Forecast","Scotland","infections_cum",326571.270840892,84773.4641047348,109456.615397033,186056.693990389,701397.291825518,2622889.2341994,3993771.14466051,3993771.14466051,12,4,2020,1,5,2020
"PHE","Forecast","East of England","death_inc_line",2.6462872730401,0.636357397530689,1.08614005672127,1.84996134064514,3.70379889261739,5.95520630525944,8.98196885901575,8.98196885901575,12,4,2020,14,3,2020
"PHE","Forecast","East of England","death_inc_line",3.19694722462935,0.78852544393415,1.32427892152729,2.23955695882751,4.49797569697916,7.13617256148422,11.0164416937642,11.0164416937642,12,4,2020,15,3,2020
"PHE","Forecast","East of England","death_inc_line",3.847999343424,0.95876323556029,1.6052749956232,2.69415001682773,5.44737547738223,8.48922070495807,13.1034946668028,13.1034946668028,12,4,2020,16,3,2020
"PHE","Forecast","East of England","death_inc_line",4.62284859373769,1.16238611565583,1.93775570791675,3.26435492104471,6.56463534170993,10.2616423990709,15.5690347866005,15.5690347866005,12,4,2020,17,3,2020
"PHE","Forecast","East of England","death_inc_line",5.58435832718905,1.40294620595752,2.34254875741473,3.94787374608427,7.90740449005104,12.2120349265737,18.5665947937409,18.5665947937409,12,4,2020,18,3,2020
"PHE","Forecast","East of England","death_inc_line",6.73127291122247,1.67452304614481,2.83994933183036,4.76014245772207,9.51689534354795,14.7783376860724,22.6191832513939,22.6191832513939,12,4,2020,19,3,2020
"PHE","Forecast","East of England","death_inc_line",8.12088466193937,1.98298515457137,3.44083637394582,5.7196700207768,11.4569457715494,17.7934589429031,27.6689808795006,27.6689808795006,12,4,2020,20,3,2020
"PHE","Forecast","East of England","death_inc_line",9.82381353454493,2.39510649380389,4.15945411436998,6.87411182119795,13.7602799133086,21.5183159665635,33.2411876173625,33.2411876173625,12,4,2020,21,3,2020
"PHE","Forecast","East of England","death_inc_line",11.8268166042342,2.92111712887842,5.00138235265356,8.30669904881456,16.5606937985534,26.1336154672126,39.9694979396457,39.9694979396457,12,4,2020,22,3,2020
"PHE","Forecast","East of England","death_inc_line",14.1793205484689,3.51314988038686,6.07970046598852,10.0126430620924,19.8695328898811,31.3144119598415,48.5188477556802,48.5188477556802,12,4,2020,23,3,2020
"PHE","Forecast","East of England","death_inc_line",17.0523221405888,4.21716073811696,7.32693975334991,12.0350900990833,23.8135968888357,37.9670870796175,58.5810380008147,58.5810380008147,12,4,2020,24,3,2020
"PHE","Forecast","East of England","death_inc_line",20.4936044980485,5.01226396825507,8.80719604722053,14.4095408648674,28.4519996201717,45.0114791294736,68.4957861474679,68.4957861474679,12,4,2020,25,3,2020
"PHE","Forecast","East of England","death_inc_line",24.5934859555881,6.03389776465686,10.5993179960719,17.2543593852443,34.3496932459281,53.8348327913485,80.4337146943824,80.4337146943824,12,4,2020,26,3,2020
"PHE","Forecast","East of England","death_inc_line",29.5075312090116,7.22564888650069,12.6718239573411,20.5739664591647,41.170424566579,63.8476214205303,95.3547922821276,95.3547922821276,12,4,2020,27,3,2020
"PHE","Forecast","East of England","death_inc_line",35.2035451009768,8.54738171624164,15.1110634824945,24.2982730504723,49.0559835177844,75.8512945627266,113.358070134475,113.358070134475,12,4,2020,28,3,2020
"PHE","Forecast","East of England","death_inc_line",41.3884009908121,10.0791975230355,17.7256568703203,28.457986748199,57.5026904313226,89.028081525402,133.464172041275,133.464172041275,12,4,2020,29,3,2020
"PHE","Forecast","East of England","death_inc_line",48.0571158715029,11.7427578358276,20.6133197000818,33.0427837585243,66.6719303466242,102.996558067206,154.74509185683,154.74509185683,12,4,2020,30,3,2020
"PHE","Forecast","East of England","death_inc_line",54.9581422634737,13.4183072884415,23.4970126909587,37.6179960477501,76.4065762672578,117.511304452227,176.425736068764,176.425736068764,12,4,2020,31,3,2020
"PHE","Forecast","East of England","death_inc_line",61.4291660923469,15.0954673201174,26.5525505723583,42.2121050244792,85.7286545392242,132.578077243904,197.685907430525,197.685907430525,12,4,2020,1,4,2020
"PHE","Forecast","East of England","death_inc_line",67.8121460934709,16.7238290884684,29.6039535142923,46.6569449105695,94.8562225522366,146.412138079654,217.739975464015,217.739975464015,12,4,2020,2,4,2020
"PHE","Forecast","East of England","death_inc_line",74.258403717324,18.259164913583,32.0124280950173,50.9721066625687,103.130189398908,160.950683479844,235.896661237208,235.896661237208,12,4,2020,3,4,2020
"PHE","Forecast","East of England","death_inc_line",79.3761243648939,19.6655872480364,33.9622083541897,54.9724561233057,110.293957555201,172.299895748724,255.045758712532,255.045758712532,12,4,2020,4,4,2020
"PHE","Forecast","East of England","death_inc_line",84.3759634410912,20.9163881807697,35.8328094177999,58.1883047807866,117.057390872827,184.287160002377,271.492882314341,271.492882314341,12,4,2020,5,4,2020
"PHE","Forecast","East of England","death_inc_line",87.7692732550262,21.9938992340393,36.9988145082577,61.3927424764762,122.598693538253,193.947315093401,280.338399493364,280.338399493364,12,4,2020,6,4,2020
"PHE","Forecast","East of England","death_inc_line",91.1132218051711,22.6596568529989,38.1893971014919,63.7219342607756,126.574649956085,200.137586818967,290.892779461783,290.892779461783,12,4,2020,7,4,2020
"PHE","Forecast","East of England","death_inc_line",94.0223884141846,22.8427460066558,39.0139575698802,64.7665214422805,129.182809433999,203.546282382385,302.877930587327,302.877930587327,12,4,2020,8,4,2020
"PHE","Forecast","East of England","death_inc_line",94.5131056301794,23.2388763148523,38.8312405470441,65.4204582595596,131.6726879659,208.816175443681,315.768212458913,315.768212458913,12,4,2020,9,4,2020
"PHE","Forecast","East of England","death_inc_line",95.2115505368737,23.4508694521812,38.2981940408191,66.598852844975,133.673426558864,213.591549876788,322.924403657185,322.924403657185,12,4,2020,10,4,2020
"PHE","Forecast","East of England","death_inc_line",95.265249438452,23.4860131866492,37.2500518325693,66.3565765454323,134.182133501195,224.191921044874,336.775406535867,336.775406535867,12,4,2020,11,4,2020
"PHE","Forecast","East of England","death_inc_line",93.7140391268866,23.3658443696189,36.6139870118647,65.0143567439814,135.005148754159,220.146092521883,349.462207747468,349.462207747468,12,4,2020,12,4,2020
"PHE","Forecast","East of England","death_inc_line",92.8117120125957,22.5726759311452,35.7255617532796,63.9415294130086,134.704019506694,223.698723324398,358.673565589816,358.673565589816,12,4,2020,13,4,2020
"PHE","Forecast","East of England","death_inc_line",90.1006297803243,21.7003900072871,34.2860722435495,61.7126092010003,132.838973228445,223.352759132896,367.639762729802,367.639762729802,12,4,2020,14,4,2020
"PHE","Forecast","East of England","death_inc_line",87.2071652500088,20.4641257402674,32.3151926614617,59.0539036087179,130.902155982704,222.585602366822,377.440756897512,377.440756897512,12,4,2020,15,4,2020
"PHE","Forecast","East of England","death_inc_line",84.6308407604862,19.7889303094143,30.776131838301,56.4418629466224,127.864004989162,222.546237874679,385.611977544863,385.611977544863,12,4,2020,16,4,2020
"PHE","Forecast","East of England","death_inc_line",81.7449327401329,18.4401070719035,28.7486271572312,53.6206727801598,124.976469721054,219.943527106083,396.663112979545,396.663112979545,12,4,2020,17,4,2020
"PHE","Forecast","East of England","death_inc_line",78.823770411797,17.1510039392418,26.953269245733,51.3297180415688,120.28379769,220.103240680059,392.399492724792,392.399492724792,12,4,2020,18,4,2020
"PHE","Forecast","East of England","death_inc_line",75.3584981367059,16.6843207097304,25.3212185383915,48.4030615947221,116.65257466599,217.831981733078,408.506843225518,408.506843225518,12,4,2020,19,4,2020
"PHE","Forecast","East of England","death_inc_line",71.6952610606471,15.5646721922993,23.5311437163946,45.760155308686,112.950066121284,216.340427567105,413.275969282629,413.275969282629,12,4,2020,20,4,2020
"PHE","Forecast","East of England","death_inc_line",68.330313000605,14.356596264882,21.7632711631167,42.7829073894747,108.90897451449,217.83928157005,416.848925422406,416.848925422406,12,4,2020,21,4,2020
"PHE","Forecast","East of England","death_inc_line",64.5513826048032,13.0988678949833,20.4355743969307,39.4942956346082,104.164625426356,225.213793361807,420.042312334439,420.042312334439,12,4,2020,22,4,2020
"PHE","Forecast","East of England","death_inc_line",60.1936727176774,11.9072616178336,18.8313162232724,36.1818787823035,99.081977350703,225.611513578095,422.218034422882,422.218034422882,12,4,2020,23,4,2020
"PHE","Forecast","East of England","death_inc_line",56.3171263703491,10.7883799234524,16.8149229024209,33.054788491241,94.5674662723559,223.196074925449,423.929275247511,423.929275247511,12,4,2020,24,4,2020
"PHE","Forecast","East of England","death_inc_line",52.2906513864355,9.74231368695771,15.2894693130193,29.9977869844212,90.3484414229437,227.988411783568,426.290651191117,426.290651191117,12,4,2020,25,4,2020
"PHE","Forecast","East of England","death_inc_line",48.902975447704,8.77030121923548,13.733662534629,27.2308769626721,86.1543844799221,230.770794999752,454.893183013364,454.893183013364,12,4,2020,26,4,2020
"PHE","Forecast","East of England","death_inc_line",45.5072151888965,7.87284525435835,12.3890775260816,24.7539756465719,81.9399391706631,231.763089298596,463.754867156289,463.754867156289,12,4,2020,27,4,2020
"PHE","Forecast","East of England","death_inc_line",42.2585564026221,7.04821806111107,10.9109116492268,22.3815082598818,78.4803745860597,232.145700201863,471.298384188122,471.298384188122,12,4,2020,28,4,2020
"PHE","Forecast","East of England","death_inc_line",38.9699365391588,6.31053488490955,9.80871457653613,20.2161479047253,75.4297928435014,231.136859397226,478.334697318026,478.334697318026,12,4,2020,29,4,2020
"PHE","Forecast","East of England","death_inc_line",36.2530116963086,5.60392555802091,8.59618444402272,17.9490749487832,72.182877851333,234.125863992302,484.949315091934,484.949315091934,12,4,2020,30,4,2020
"PHE","Forecast","East of England","death_inc_line",33.6743653362433,4.85975518717284,7.53098369019551,15.998910061008,68.5426009310826,236.930416806219,491.133316124509,491.133316124509,12,4,2020,1,5,2020
"PHE","Forecast","London","death_inc_line",12.8445128112199,3.15135232932781,5.10725294997233,8.86472281006904,18.2219425177075,33.8083620463633,59.1314539154626,59.1314539154626,12,4,2020,14,3,2020
"PHE","Forecast","London","death_inc_line",14.9490002720048,3.70105316932617,5.94396217657556,10.4497164542764,21.2085459263371,39.4688490166648,68.5230879604606,68.5230879604606,12,4,2020,15,3,2020
"PHE","Forecast","London","death_inc_line",17.4614609588504,4.3405051939008,6.9498011846396,12.1651758044467,24.7160570763901,46.1710966826695,79.2525627959237,79.2525627959237,12,4,2020,16,3,2020
"PHE","Forecast","London","death_inc_line",20.2250081206147,5.08350683080401,8.06728154037337,14.087668171296,28.6072418947861,53.4617637453118,91.5081206094975,91.5081206094975,12,4,2020,17,3,2020
"PHE","Forecast","London","death_inc_line",23.4518838703761,5.8914975413215,9.38804987387177,16.3252958662621,33.2421716309494,62.0881753019337,105.501537505019,105.501537505019,12,4,2020,18,3,2020
"PHE","Forecast","London","death_inc_line",27.2023161253618,6.82211215492808,10.9489215238821,18.9838528091632,38.647989164524,72.2372240544345,121.469853531675,121.469853531675,12,4,2020,19,3,2020
"PHE","Forecast","London","death_inc_line",31.5997702516492,7.89417393600149,12.6434983069226,21.9598911336272,45.0327752364259,83.500624284733,139.676904991673,139.676904991673,12,4,2020,20,3,2020
"PHE","Forecast","London","death_inc_line",36.6725936365828,9.1293021773283,14.718333502717,25.4974804551507,51.861703450691,97.1428935832304,160.41451289164,160.41451289164,12,4,2020,21,3,2020
"PHE","Forecast","London","death_inc_line",42.5003571958519,10.5522962378271,17.0265243422172,29.6025455964527,59.8846052151999,111.778099420946,184.003138969415,184.003138969415,12,4,2020,22,3,2020
"PHE","Forecast","London","death_inc_line",49.2289411639188,12.1915650427821,19.7236345603021,34.2436178308873,69.9385080224036,128.906125246675,210.791773263361,210.791773263361,12,4,2020,23,3,2020
"PHE","Forecast","London","death_inc_line",56.6399291848278,14.079555818474,23.0918024182478,39.5185598248884,80.8283056462923,148.364164865874,241.150723477057,241.150723477057,12,4,2020,24,3,2020
"PHE","Forecast","London","death_inc_line",65.0757412477704,16.2512345848318,26.5052572002845,45.8533496406292,93.2111710945832,169.882007181491,275.431418272365,275.431418272365,12,4,2020,25,3,2020
"PHE","Forecast","London","death_inc_line",75.5133748816373,18.7338198442607,30.2609986882746,53.0677407720648,108.377655583976,196.154152876135,313.91355799731,313.91355799731,12,4,2020,26,3,2020
"PHE","Forecast","London","death_inc_line",86.7339854390211,21.5280631939882,34.7840680056785,61.014263731039,124.808428107762,225.816465583645,356.52646844708,356.52646844708,12,4,2020,27,3,2020
"PHE","Forecast","London","death_inc_line",99.2890462743144,24.5944481533275,39.7488352070256,69.1711009814802,142.984152413144,257.818159229836,402.725860154254,402.725860154254,12,4,2020,28,3,2020
"PHE","Forecast","London","death_inc_line",112.614388623415,27.8525340461683,45.0483981578507,78.2731829467236,162.654741700847,291.457714344601,451.493141690569,451.493141690569,12,4,2020,29,3,2020
"PHE","Forecast","London","death_inc_line",126.474334975895,31.1908108229269,50.5156717882078,87.5352714331257,182.875269436641,325.55481653756,501.444933005724,501.444933005724,12,4,2020,30,3,2020
"PHE","Forecast","London","death_inc_line",139.612954817885,34.4814598442352,55.9436813172419,97.3483065963882,202.842762707176,359.041000620358,550.991780622566,550.991780622566,12,4,2020,31,3,2020
"PHE","Forecast","London","death_inc_line",152.317070433968,37.5999503391909,61.1339453096511,106.708541922373,222.134478246586,391.395173214427,598.500100840514,598.500100840514,12,4,2020,1,4,2020
"PHE","Forecast","London","death_inc_line",164.089217595963,40.4250224582601,66.2302122093956,114.922748218577,239.58808595686,420.258363682068,642.431241048054,642.431241048054,12,4,2020,2,4,2020
"PHE","Forecast","London","death_inc_line",174.280663186777,42.6696206042984,70.1451615378152,122.295183523853,254.684752665789,452.470007870853,681.446282257677,681.446282257677,12,4,2020,3,4,2020
"PHE","Forecast","London","death_inc_line",182.621178230221,44.3071725518463,73.6352463251407,127.85775655989,267.296529712763,475.351716624697,714.474300619378,714.474300619378,12,4,2020,4,4,2020
"PHE","Forecast","London","death_inc_line",189.259381275852,46.2678734350814,76.4173840898734,132.026292582632,275.421102350316,489.549150096718,740.74691573644,740.74691573644,12,4,2020,5,4,2020
"PHE","Forecast","London","death_inc_line",192.987972078972,47.1756592324848,78.331435614084,135.270919712724,281.561393657878,502.584169334043,760.027977583517,760.027977583517,12,4,2020,6,4,2020
"PHE","Forecast","London","death_inc_line",195.548935301438,47.5591009597135,79.378541573058,137.398146310093,285.740386809898,518.033207572546,771.480827036366,771.480827036366,12,4,2020,7,4,2020
