"Group","Scenario","Geography","ValueType","Value","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","50th centile","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"PHE","Forecast","Midlands","infections_incidence",901.539915349499,3.65209644126291,35.0612570256875,256.35395048783,3234.4093211334,12826.15774872,27633.006981266,27633.006981266,12,4,2020,13,4,2020
"PHE","Forecast","Midlands","infections_incidence",776.926164644494,2.50153411136026,26.260392033623,208.421857824194,2930.67635434661,12288.1239952271,26922.9277179424,26922.9277179424,12,4,2020,14,4,2020
"PHE","Forecast","Midlands","infections_incidence",672.18675589585,1.71351450620653,19.6734423149716,168.754601359055,2625.8974137811,11815.4540729113,26223.3754438076,26223.3754438076,12,4,2020,15,4,2020
"PHE","Forecast","Midlands","infections_incidence",579.32783850081,1.17375800945714,14.7407118920164,137.761897933616,2372.13313137852,11364.1586585701,25534.7166023005,25534.7166023005,12,4,2020,16,4,2020
"PHE","Forecast","Midlands","infections_incidence",494.686816063625,0.804033250593063,11.0454290906272,112.402295116993,2145.99473659593,11055.6650760204,24857.2575377566,24857.2575377566,12,4,2020,17,4,2020
"PHE","Forecast","Midlands","infections_incidence",424.103633735463,0.550771411867,8.27659490237427,92.6903283370651,1951.9297249699,10724.5941443587,24641.8376518139,24641.8376518139,12,4,2020,18,4,2020
"PHE","Forecast","Midlands","infections_incidence",363.947310359376,0.377284795261873,6.21398581978652,75.2080216867638,1771.54758920428,10102.0086741846,24695.6008699875,24695.6008699875,12,4,2020,19,4,2020
"PHE","Forecast","Midlands","infections_incidence",314.349083368705,0.25733045606596,4.68038223710262,60.7819939721968,1613.94040859283,9685.79784068965,24206.3476572882,24206.3476572882,12,4,2020,20,4,2020
"PHE","Forecast","Midlands","infections_incidence",268.685476546492,0.175173532190436,3.52520711326516,49.3228706018612,1459.75188829919,9326.30097494956,23716.8837908617,23716.8837908617,12,4,2020,21,4,2020
"PHE","Forecast","Midlands","infections_incidence",230.33525353596,0.119246463968272,2.65511503783785,40.4808479136051,1321.78196808267,8880.60868833935,23232.6329369104,23232.6329369104,12,4,2020,22,4,2020
"PHE","Forecast","Midlands","infections_incidence",198.687536684648,0.0811749886742544,1.99479945928462,32.7143865004558,1193.12810819681,8451.57950674075,22794.3758293998,22794.3758293998,12,4,2020,23,4,2020
"PHE","Forecast","Midlands","infections_incidence",170.847001666685,0.0552584509041547,1.48690174830941,26.7592173937505,1088.47998890225,8153.65177694417,22998.3792324447,22998.3792324447,12,4,2020,24,4,2020
"PHE","Forecast","Midlands","infections_incidence",145.33873419632,0.0376162025528842,1.10831909070901,22.0619501036276,982.352023531775,7743.46276894522,22262.10193904,22262.10193904,12,4,2020,25,4,2020
"PHE","Forecast","Midlands","infections_incidence",124.559352070947,0.0256065485343331,0.826380890791346,18.0797836454733,878.329575912809,7464.43681572856,21586.2089036679,21586.2089036679,12,4,2020,26,4,2020
"PHE","Forecast","Midlands","infections_incidence",106.277645369459,0.0174311887093856,0.623687686448865,14.714235192061,794.965521319726,7253.61117273074,21277.845073747,21277.845073747,12,4,2020,27,4,2020
"PHE","Forecast","Midlands","infections_incidence",90.6802642539799,0.0118659607704576,0.471412692183459,11.9749652808155,719.928059998285,7044.85864904651,20968.4250402367,20968.4250402367,12,4,2020,28,4,2020
"PHE","Forecast","Midlands","infections_incidence",78.9676775084805,0.0080775323544111,0.35636990614877,9.81784817389608,654.351663201391,6841.28407762051,20658.2018702498,20658.2018702498,12,4,2020,29,4,2020
"PHE","Forecast","Midlands","infections_incidence",68.1849850811628,0.00549863022196474,0.267236050325514,8.10503701338566,604.880441436672,6562.7769144178,20347.4222805881,20347.4222805881,12,4,2020,30,4,2020
"PHE","Forecast","Midlands","infections_incidence",58.7109201047915,0.00374309001409945,0.200214572321377,6.65773235554058,552.942845352117,6246.54042596344,20036.3263966373,20036.3263966373,12,4,2020,1,5,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",5781.6217136885,2731.37522706874,3255.5215415286,4450.89292569173,7677.81985868695,11400.6213131128,15281.6264591827,15281.6264591827,12,4,2020,14,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",7193.00616613789,3356.54315035037,4048.87383945463,5548.32064943555,9551.7199157315,14278.5713280655,18772.3659601311,18772.3659601311,12,4,2020,15,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",8925.69050728813,4173.88114443563,5020.83759626509,6946.19947358979,11869.9362840572,17790.4466829103,23998.1608766805,23998.1608766805,12,4,2020,16,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",11123.0044929141,5155.13308628294,6233.35203746355,8672.41978797282,14732.5966142332,22073.6459334119,30432.6661896265,30432.6661896265,12,4,2020,17,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",13843.9043012316,6364.86371313943,7736.51636598066,10807.3802584219,18212.9114878439,27705.2021464382,37277.5524759464,37277.5524759464,12,4,2020,18,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",17192.4204933813,8021.65626404904,9595.54581651705,13499.3733270208,22531.8195670745,34318.0266633756,46878.8496225994,46878.8496225994,12,4,2020,19,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",21397.8147877154,9812.39778303728,11869.6216635072,16722.3966749525,27940.9661808221,42849.0329074826,59723.06951648,59723.06951648,12,4,2020,20,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",26370.7194140995,11956.3950221636,14656.1304622189,20644.9425415328,34747.197317537,53625.0494014898,75858.2608951316,75858.2608951316,12,4,2020,21,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",32582.8053146934,14608.7269489996,18214.9534581966,25434.3248028962,43065.2054596424,67849.6175692783,95984.1314555283,95984.1314555283,12,4,2020,22,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",40130.3287729697,17954.4837607882,22553.6312801127,31556.9108615371,53481.1614009862,84289.6619906644,118256.935575223,118256.935575223,12,4,2020,23,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",28069.951751064,12373.9017493863,15747.5950440479,21808.0559674328,36973.6772486035,55383.1329530191,81229.8642404863,81229.8642404863,12,4,2020,24,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",9007.78240742331,1027.67397890146,2674.03086234069,5842.05297590833,13516.9550120806,24247.3953643666,37508.4835381356,37508.4835381356,12,4,2020,25,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",10739.2325479628,1214.82925705139,3194.00436344649,6972.02340936717,16158.1371612698,28800.836463976,43409.1695055128,43409.1695055128,12,4,2020,26,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",11617.2033667866,1284.92715827044,3418.38725625605,7553.11239540632,17682.4857162231,31925.9702113295,48393.6483058411,48393.6483058411,12,4,2020,27,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",11720.6547893848,1230.73547663235,3385.07232003433,7410.87504943008,17976.4248110082,33147.2521011487,51572.716299161,51572.716299161,12,4,2020,28,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",11426.2315579202,1173.53110049386,3219.48361345542,6914.93067403933,17837.5605585325,33363.9629535424,53153.8902609353,53153.8902609353,12,4,2020,29,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",10709.5527575734,996.92765897753,2771.86758335712,6243.57262563713,17456.3000338043,34064.6309737982,54484.2752734008,54484.2752734008,12,4,2020,30,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",9829.17237960789,858.896615717041,2279.3878213681,5566.09889004143,16595.1619524448,34005.4651449955,54984.7079294579,54984.7079294579,12,4,2020,31,3,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",9118.14788673257,731.028621429508,1867.93550603078,4971.43328833863,15864.3379110404,34158.6433650033,55865.5862101283,55865.5862101283,12,4,2020,1,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",8300.04286660423,553.631247946873,1479.20324266411,4451.93670598969,15067.2044867981,33788.2122793752,58214.6412301527,58214.6412301527,12,4,2020,2,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",7568.40138460111,401.742800148655,1202.84004153791,3944.62354254988,14468.617292516,34468.2191276163,59743.3450379567,59743.3450379567,12,4,2020,3,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",7058.50040001424,296.744481215548,973.502338320256,3459.22768475746,14115.3537085421,34717.3100828936,60350.0779453668,60350.0779453668,12,4,2020,4,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",6503.3317879637,219.328281819494,786.11784212841,2999.48060695374,13647.1419966589,34604.895240421,62936.2429953821,62936.2429953821,12,4,2020,5,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",5943.7952187983,162.30102397504,632.846784939588,2636.90142293821,13041.4330629657,35787.5449444611,63282.2033126041,63282.2033126041,12,4,2020,6,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",5530.32495531663,121.260842494617,511.596385008489,2309.4879825261,12546.3181579959,36310.9219127192,67959.607643973,67959.607643973,12,4,2020,7,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",5129.02210512254,98.7779389153154,410.726978396991,1986.57174014196,12034.9871673251,38064.6556783332,70740.5906605716,70740.5906605716,12,4,2020,8,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",4698.15068040516,79.804430560932,316.789255574204,1714.96941345234,11731.4040863425,37602.3837630875,72372.3305530862,72372.3305530862,12,4,2020,9,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",4379.65844128272,60.6018248142998,247.545831668128,1525.55759939218,11417.2875190953,36920.5344897132,73915.4644246883,73915.4644246883,12,4,2020,10,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",4009.78954885389,46.0188572754444,197.805017021663,1339.87484061029,11114.2190872882,37535.7388073245,73840.3631403238,73840.3631403238,12,4,2020,11,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",3682.77985681971,34.9442791542172,160.481022073995,1181.26792655212,10641.0301661332,38054.6960398893,76735.5546111557,76735.5546111557,12,4,2020,12,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",3400.91542756436,26.5344145277073,130.21974437063,1051.55863305594,10284.5642989566,38546.8648476803,78028.4876148945,78028.4876148945,12,4,2020,13,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",3115.18506465988,20.1483588234549,104.39414533083,907.982336962513,9990.90833367888,38724.9983575498,79198.7593808483,79198.7593808483,12,4,2020,14,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",2869.07098037956,15.2992191870579,83.4098902526721,796.97503455764,9536.78843117258,38508.7922432656,80239.7013232211,80239.7013232211,12,4,2020,15,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",2638.6548038769,11.6171567639075,64.9493400882076,695.754830657484,9238.15975292233,39045.0675046802,81155.2204254274,81155.2204254274,12,4,2020,16,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",2427.61512972472,8.74298247061862,50.6191126632988,611.552406066497,8720.28565077151,39679.3041008882,81938.8250692728,81938.8250692728,12,4,2020,17,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",2241.59224945732,6.36692596220853,40.1155448530693,535.408682988682,8324.0548120193,40317.4753334782,82584.8197436449,82584.8197436449,12,4,2020,18,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",2073.52579028487,4.6365819426411,32.0509516440562,467.414597395111,8034.70169195618,40924.2984685104,83088.3919034655,83088.3919034655,12,4,2020,19,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1938.85072848807,3.37641745783419,25.6693474957077,410.841083777762,7793.9518469774,41540.7699657084,83445.6856170865,83445.6856170865,12,4,2020,20,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1798.13389144053,2.45867834783426,20.5596026008511,358.810633817538,7472.03682997347,42109.7707908104,83653.8619422473,83653.8619422473,12,4,2020,21,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1659.07826261548,1.79051817459355,16.4670091987135,318.391986873154,7205.33318727451,42646.451065043,84330.7555061655,84330.7555061655,12,4,2020,22,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1519.62392598179,1.30393484267194,13.1946538050348,280.339860651126,6992.27923049915,42928.8831586159,88089.0422634545,88089.0422634545,12,4,2020,23,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1371.32070909325,0.949574283177795,10.6289847592575,242.161541978144,6748.62612166774,41768.7135538075,89436.1487831391,89436.1487831391,12,4,2020,24,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1229.02980777408,0.691513425028826,8.58164844090448,210.816438060618,6487.89761506651,41833.3085737034,88878.536877983,88878.536877983,12,4,2020,25,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1122.62677077376,0.503585513905487,6.78268827503572,184.931756836633,6236.02915344737,41857.0131484573,88226.7295269476,88226.7295269476,12,4,2020,26,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",1025.44778087042,0.366731817664408,5.42916603742441,161.586160108614,6034.69950257299,41819.2950581927,88349.9721085443,88349.9721085443,12,4,2020,27,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",934.545784302795,0.267071782452514,4.34727822260805,140.102598580222,5790.11677196176,41737.6171673016,87290.7580128382,87290.7580128382,12,4,2020,28,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",850.214546598975,0.194496746845172,3.48191676876147,123.942162590882,5561.47922429682,41615.7023566712,86467.4769430996,86467.4769430996,12,4,2020,29,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",780.560977646955,0.143142827333777,2.78881358004845,109.70755097396,5377.20427539011,41453.9892390236,88325.7834625133,88325.7834625133,12,4,2020,30,4,2020
"PHE","Forecast","North East and Yorkshire","infections_incidence",709.526156954817,0.107839970863027,2.23087460222302,95.693745917267,5181.34429375222,41269.7288725777,87782.8156438917,87782.8156438917,12,4,2020,1,5,2020
"PHE","Forecast","North West","infections_incidence",7270.96140854967,3358.35860083516,4204.48308234049,5761.03191153192,9602.14181332458,15488.2509757923,20785.3955569177,20785.3955569177,12,4,2020,14,3,2020
"PHE","Forecast","North West","infections_incidence",8875.16054659535,4051.59445796286,5160.42556757055,6993.30898729069,11660.4579122848,18908.0582321419,25267.939166967,25267.939166967,12,4,2020,15,3,2020
"PHE","Forecast","North West","infections_incidence",10811.3942750599,4886.93272390866,6299.20214088211,8553.28303199889,14295.98799745,23066.3754334211,30680.615561925,30680.615561925,12,4,2020,16,3,2020
"PHE","Forecast","North West","infections_incidence",13163.7478834493,5988.17133883992,7669.18022445794,10409.6833791265,17386.4080811708,28378.6733015624,37198.7990190857,37198.7990190857,12,4,2020,17,3,2020
"PHE","Forecast","North West","infections_incidence",16026.0076691961,7368.44778659577,9386.60964225121,12751.0150074108,21156.1695535818,34430.0234616078,45022.4085135312,45022.4085135312,12,4,2020,18,3,2020
"PHE","Forecast","North West","infections_incidence",19628.6420382227,8854.81865550517,11437.8965111485,15454.015738768,25752.0095474409,41778.0644222281,54975.2221311321,54975.2221311321,12,4,2020,19,3,2020
"PHE","Forecast","North West","infections_incidence",24052.90725785,10686.4685068784,13935.0252406963,18860.1383049121,31438.9542849949,51089.7711332987,66818.1352586264,66818.1352586264,12,4,2020,20,3,2020
"PHE","Forecast","North West","infections_incidence",29205.8373741499,12946.0086074843,16958.7003985371,22911.9145529863,38261.8603658273,62003.2218721022,80428.4540533268,80428.4540533268,12,4,2020,21,3,2020
"PHE","Forecast","North West","infections_incidence",35415.314837488,15493.2484207975,20579.9577370154,27811.3657374285,46504.0812874031,75188.716900291,96441.1015516406,96441.1015516406,12,4,2020,22,3,2020
"PHE","Forecast","North West","infections_incidence",42829.8070662039,18529.6198807525,24884.0039668717,33859.9959796149,56728.8853197499,90752.6008160641,115298.778591364,115298.778591364,12,4,2020,23,3,2020
"PHE","Forecast","North West","infections_incidence",28720.4806480611,13431.2492005316,16756.1568879352,22774.3790480576,38507.3494017038,60050.3874822951,77831.6145584057,77831.6145584057,12,4,2020,24,3,2020
"PHE","Forecast","North West","infections_incidence",9257.68670784487,1331.26938832925,2452.09966348178,5792.96652386506,14223.4907129087,24627.2394524963,37336.3366733488,37336.3366733488,12,4,2020,25,3,2020
"PHE","Forecast","North West","infections_incidence",10883.5561197044,1552.82151878822,2831.58719771606,6756.68947200981,16591.4286295226,28484.2988752752,43731.2911301072,43731.2911301072,12,4,2020,26,3,2020
"PHE","Forecast","North West","infections_incidence",11631.5789745289,1585.18834785052,2907.02604743298,7262.29923250004,17942.4789568574,30627.669856495,48498.2358288516,48498.2358288516,12,4,2020,27,3,2020
"PHE","Forecast","North West","infections_incidence",11670.9196581942,1436.84741408535,2786.93780884819,7222.7792333461,18037.56075565,31354.5395364296,50484.9327007142,50484.9327007142,12,4,2020,28,3,2020
"PHE","Forecast","North West","infections_incidence",11192.2020345041,1274.91463148545,2448.2857192271,6702.08783358179,17567.3902012659,30996.7360370177,50335.7050663388,50335.7050663388,12,4,2020,29,3,2020
"PHE","Forecast","North West","infections_incidence",10534.4904984954,1080.9712098917,2157.80012053029,6004.39498816035,16639.4965325758,30654.8696766866,49590.5797553848,49590.5797553848,12,4,2020,30,3,2020
"PHE","Forecast","North West","infections_incidence",9659.44706200473,891.641765623278,1780.07786824479,5303.01918818332,15646.5205478753,30924.8912186645,49190.8711699148,49190.8711699148,12,4,2020,31,3,2020
"PHE","Forecast","North West","infections_incidence",8835.00927653893,694.37791826449,1501.63629385408,4631.75208036064,14599.1375654142,30503.3300393896,48310.3415329831,48310.3415329831,12,4,2020,1,4,2020
"PHE","Forecast","North West","infections_incidence",8146.30023162409,512.945198787684,1219.25076321914,4033.37163472306,13752.0746360344,29341.7728632892,49047.1230783815,49047.1230783815,12,4,2020,2,4,2020
"PHE","Forecast","North West","infections_incidence",7512.44882224151,399.895003522868,974.452582259942,3477.90819870833,12933.2629945354,28765.0613139862,49859.5591812854,49859.5591812854,12,4,2020,3,4,2020
"PHE","Forecast","North West","infections_incidence",6858.87669991765,296.361928265482,755.203698519207,3046.68681695845,12171.7355695854,28107.55034107,50253.1521217249,50253.1521217249,12,4,2020,4,4,2020
"PHE","Forecast","North West","infections_incidence",6333.47298870945,212.952754570029,585.486251154312,2651.43083501224,11561.0623548015,28118.9537635236,51453.8663523091,51453.8663523091,12,4,2020,5,4,2020
"PHE","Forecast","North West","infections_incidence",5836.06692728654,153.093431437243,454.740966635932,2309.10035824928,10940.7762474033,28134.7117175397,50080.9069238731,50080.9069238731,12,4,2020,6,4,2020
"PHE","Forecast","North West","infections_incidence",5230.73655408636,110.131166737482,366.930309278424,2011.52980300773,10357.8232188204,28128.1130628735,50085.2502311496,50085.2502311496,12,4,2020,7,4,2020
"PHE","Forecast","North West","infections_incidence",4758.20091458917,79.2692862679046,276.94277635938,1759.42816328326,9769.09583840283,28249.7190858187,50023.1313511105,50023.1313511105,12,4,2020,8,4,2020
"PHE","Forecast","North West","infections_incidence",4364.94284947047,57.0781195259051,220.964819736824,1539.05166529851,9217.23911121619,28049.5663703183,49912.3529443861,49912.3529443861,12,4,2020,9,4,2020
"PHE","Forecast","North West","infections_incidence",3927.12354627364,41.109384303181,174.702205528581,1338.86016491621,8679.59366496719,27854.5840432262,49756.0724918465,49756.0724918465,12,4,2020,10,4,2020
"PHE","Forecast","North West","infections_incidence",3580.17227069651,29.6144045018974,136.477293172569,1174.13185519313,8181.80146801061,27951.4669392687,50537.9684320345,50537.9684320345,12,4,2020,11,4,2020
"PHE","Forecast","North West","infections_incidence",3263.36581142468,21.3371635040889,108.000959911543,1023.58708518882,7713.56926163522,27856.8826739075,52290.9548243623,52290.9548243623,12,4,2020,12,4,2020
"PHE","Forecast","North West","infections_incidence",2981.76053360853,15.3744279117394,85.5822600597961,892.53048423735,7242.66130790634,27687.6368189549,54487.1896871152,54487.1896871152,12,4,2020,13,4,2020
"PHE","Forecast","North West","infections_incidence",2707.23625271232,11.0779969032805,67.9411358522814,778.882468766622,6827.67309966877,27266.8621864117,54792.4743850781,54792.4743850781,12,4,2020,14,4,2020
"PHE","Forecast","North West","infections_incidence",2470.09936911639,7.98217912216982,52.2380289136303,676.74087754874,6486.15784734483,26801.9672744906,53022.8503438752,53022.8503438752,12,4,2020,15,4,2020
"PHE","Forecast","North West","infections_incidence",2219.7191728199,5.90245133968798,39.8895360142367,587.360904348667,6256.6714554823,25744.6784976485,52994.6542548636,52994.6542548636,12,4,2020,16,4,2020
"PHE","Forecast","North West","infections_incidence",2023.50474167623,4.36457879168469,31.6684032726068,509.247955635444,5951.88828697779,24874.9154122382,53369.7269118054,53369.7269118054,12,4,2020,17,4,2020
"PHE","Forecast","North West","infections_incidence",1849.88719385948,3.22739445549318,25.0350984202573,442.589872714737,5672.67672624627,24341.8629994727,54447.7995702895,54447.7995702895,12,4,2020,18,4,2020
"PHE","Forecast","North West","infections_incidence",1677.68410142258,2.38650982832873,19.4075390127914,382.798233145675,5365.23741253214,23838.1576879136,55183.4192694281,55183.4192694281,12,4,2020,19,4,2020
"PHE","Forecast","North West","infections_incidence",1523.41790309689,1.76472408355957,15.2953942210687,331.886448328542,5088.21918189658,23670.088116001,53965.9447927248,53965.9447927248,12,4,2020,20,4,2020
"PHE","Forecast","North West","infections_incidence",1385.65730084776,1.30494801404505,11.965895332504,287.746246177874,4818.58936522126,23664.3193246553,52488.9337722745,52488.9337722745,12,4,2020,21,4,2020
"PHE","Forecast","North West","infections_incidence",1268.1172442594,0.949065488093229,9.41618503714314,250.375573887681,4602.86863276964,23502.4950416866,52493.8805117336,52493.8805117336,12,4,2020,22,4,2020
"PHE","Forecast","North West","infections_incidence",1160.04616849971,0.679366229191307,7.53722609675996,217.38712731964,4396.58115552506,23036.6614249995,51173.0940226236,51173.0940226236,12,4,2020,23,4,2020
"PHE","Forecast","North West","infections_incidence",1067.52391456027,0.486334222884793,6.00680927598765,188.399492825949,4192.98196238394,22932.3961029268,50781.0919131855,50781.0919131855,12,4,2020,24,4,2020
"PHE","Forecast","North West","infections_incidence",969.132031965676,0.348147685066665,4.74576572741762,163.85878179401,3989.41965328718,22878.0059934109,50416.0993703865,50416.0993703865,12,4,2020,25,4,2020
"PHE","Forecast","North West","infections_incidence",882.825170035654,0.249224904724126,3.64934286330161,142.928800261953,3794.60449179861,22814.8871587004,49984.1913856259,49984.1913856259,12,4,2020,26,4,2020
"PHE","Forecast","North West","infections_incidence",795.409436931457,0.178410164963672,2.86390037944924,124.90386298729,3570.28166915145,22743.1383944798,49815.0123383164,49815.0123383164,12,4,2020,27,4,2020
"PHE","Forecast","North West","infections_incidence",719.505006105546,0.127716962597868,2.2677985077134,107.667638392796,3390.31387169379,22516.758581282,49960.2069514654,49960.2069514654,12,4,2020,28,4,2020
"PHE","Forecast","North West","infections_incidence",654.554444425716,0.091427894507788,1.74833711497148,93.8507653571023,3203.60721972483,21715.8465898511,50059.5813026223,50059.5813026223,12,4,2020,29,4,2020
"PHE","Forecast","North West","infections_incidence",594.335605644864,0.0654500722464898,1.33770214082412,81.9982362264635,3009.62502415725,20924.2220542928,50112.7489848561,50112.7489848561,12,4,2020,30,4,2020
"PHE","Forecast","North West","infections_incidence",542.91532041255,0.0468535853145773,1.02361591226524,71.67009941177,2877.93382025251,20128.4964804822,50119.4961837075,50119.4961837075,12,4,2020,1,5,2020
"PHE","Forecast","South East","infections_incidence",7589.74420604314,3819.97439680587,4484.7408989622,6008.69155119867,9688.77365576938,14132.7059584776,17870.5677527681,17870.5677527681,12,4,2020,14,3,2020
"PHE","Forecast","South East","infections_incidence",8792.92953547534,4409.32708505847,5214.9880247619,7002.58252117436,11299.7651359119,16446.5295651098,20707.5463002364,20707.5463002364,12,4,2020,15,3,2020
"PHE","Forecast","South East","infections_incidence",10256.290303434,5135.38081597896,6069.00616264153,8147.20025861287,13144.8183182127,19280.9154915984,24233.5899364812,24233.5899364812,12,4,2020,16,3,2020
"PHE","Forecast","South East","infections_incidence",11969.119866036,5975.68442335692,7060.67905410845,9483.27611759944,15279.9737502804,22335.841985896,28090.672655855,28090.672655855,12,4,2020,17,3,2020
"PHE","Forecast","South East","infections_incidence",13934.5862823735,6934.99844905328,8233.31773692351,11028.3962421444,17806.8332527335,25964.5241432207,33079.7095489428,33079.7095489428,12,4,2020,18,3,2020
"PHE","Forecast","South East","infections_incidence",16167.8086496003,8046.34801239212,9547.00235190011,12817.456686549,20725.1429567049,30054.3885396787,38683.2510559451,38683.2510559451,12,4,2020,19,3,2020
"PHE","Forecast","South East","infections_incidence",18901.1384995568,9184.1171049728,11052.046259573,14952.7348920285,24102.4792523607,35031.049940898,45336.788822559,45336.788822559,12,4,2020,20,3,2020
"PHE","Forecast","South East","infections_incidence",21998.304426232,10678.7676265934,12772.6952234955,17449.4005642872,27859.9266379754,40671.6003847912,53040.2338280243,53040.2338280243,12,4,2020,21,3,2020
"PHE","Forecast","South East","infections_incidence",25434.5547061978,12428.7980135087,14773.630106991,20251.9834404207,32257.9432651519,46976.1189271958,61923.2155987906,61923.2155987906,12,4,2020,22,3,2020
"PHE","Forecast","South East","infections_incidence",29467.0985194659,14463.4916901918,17088.2150714792,23450.7040364986,37487.8598895792,54487.3957538473,72076.8780586132,72076.8780586132,12,4,2020,23,3,2020
"PHE","Forecast","South East","infections_incidence",19475.8139426576,9667.34225161263,11476.7035470824,15340.1163525493,24926.8900433384,35553.7928101847,46873.4264922353,46873.4264922353,12,4,2020,24,3,2020
"PHE","Forecast","South East","infections_incidence",5952.2552702569,663.746913637368,1521.17243036547,3621.28701580737,9225.96638249535,15732.249186276,21173.0981421483,21173.0981421483,12,4,2020,25,3,2020
"PHE","Forecast","South East","infections_incidence",6680.63882281199,752.081640078169,1707.76941167226,4062.5848063134,10378.9172184351,17526.1872123271,24365.2006367715,24365.2006367715,12,4,2020,26,3,2020
"PHE","Forecast","South East","infections_incidence",6938.58246280376,808.282085987624,1734.01444705084,4241.8596340568,11034.2914142404,19086.2584428947,25462.8089737224,25462.8089737224,12,4,2020,27,3,2020
"PHE","Forecast","South East","infections_incidence",6788.82350106346,793.840476957236,1614.29742444036,4099.50435960833,11009.9745899371,19165.7320630138,25413.316419318,25413.316419318,12,4,2020,28,3,2020
"PHE","Forecast","South East","infections_incidence",6399.93306801428,686.500648869575,1449.67103519708,3779.55067055006,10467.4298271911,19371.0264540576,26386.9134058211,26386.9134058211,12,4,2020,29,3,2020
"PHE","Forecast","South East","infections_incidence",5771.56867134442,563.667190212494,1234.96504848127,3309.67751524628,9727.36525830263,18847.1331932771,27099.5225824972,27099.5225824972,12,4,2020,30,3,2020
"PHE","Forecast","South East","infections_incidence",5145.75324657867,444.709058138744,1012.89236456146,2860.59825253705,9053.77253003592,18465.6200396198,27668.8047393898,27668.8047393898,12,4,2020,31,3,2020
"PHE","Forecast","South East","infections_incidence",4604.12693848335,341.327695834348,797.433480998932,2416.35671292377,8384.72853637196,17983.7421482063,28175.4622023851,28175.4622023851,12,4,2020,1,4,2020
"PHE","Forecast","South East","infections_incidence",4121.96622137258,257.209956705301,624.329798044485,2045.47789908193,7820.93387387994,17685.0914963678,28662.1683733974,28662.1683733974,12,4,2020,2,4,2020
"PHE","Forecast","South East","infections_incidence",3677.8345656357,191.392333196112,482.506664586318,1716.10537682002,7368.90107815683,17505.7639056283,29131.8959850572,29131.8959850572,12,4,2020,3,4,2020
"PHE","Forecast","South East","infections_incidence",3298.91528036618,141.380469095647,377.132678788411,1437.63067988496,6915.36289083997,17122.2952208643,29220.4225637215,29220.4225637215,12,4,2020,4,4,2020
