"Group","Scenario","Geography","ValueType","Value","1st centile","5th centile","25th centile","50th centile","75th centile","95th centile","99th centile","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value","Model"
"PHE","forecast - relaxed prior","England","death_inc_line",138.013760179203,79.8079671983861,86.5439246118682,106.893931994568,138.013760179203,191.138209198708,362.180533093918,660.363931975609,12,4,2020,2,5,2020,"forecast - relaxed prior"
"PHE","forecast - relaxed prior","England","death_inc_line",121.485025479997,68.5353754131853,74.7419984247691,92.5482644898372,121.485025479997,171.830400594621,337.809714816915,631.99181039148,12,4,2020,3,5,2020,"forecast - relaxed prior"
"PHE","forecast - tight prior","England","infections",181708.193942169,94093.5818526148,111295.61006096,149980.514639052,181708.193942169,225309.531672726,320799.130730302,404611.336561395,12,4,2020,23,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",134990.454448658,71025.2948742083,82905.1363399767,110970.902951693,134990.454448658,165168.766945911,228310.664406446,286144.777092999,12,4,2020,24,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",72191.9884026331,35604.0653831683,43313.5814745798,56918.0530475369,72191.9884026331,90555.3115996935,127319.250751076,162822.714299285,12,4,2020,25,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",81320.1091139219,40093.9187874153,49108.7684562141,64247.8779357544,81320.1091139219,101598.583964684,143247.610520667,182159.19119868,12,4,2020,26,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",85693.0536009803,42215.703344841,51521.7665683145,67692.7680273867,85693.0536009803,107062.500957867,152086.01447793,192142.49638696,12,4,2020,27,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",85301.6789534233,41243.5935709331,50680.2821872282,67637.0977898696,85301.6789534233,108038.027959606,153199.171021197,201628.912746108,12,4,2020,28,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",82576.1431656494,39353.3904177109,47640.3554777883,65059.0180314363,82576.1431656494,105201.741793103,148617.323391019,196368.923841892,12,4,2020,29,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",78671.6502239784,34715.6261376456,43757.3932794148,61342.643048296,78671.6502239784,100856.262918743,143912.791943396,190769.335110538,12,4,2020,30,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",74366.1129422131,31683.2318583616,40503.3272262607,57372.4616766464,74366.1129422131,96457.7283762205,140907.077509433,183370.273232575,12,4,2020,31,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",70431.62545969,29274.1129688661,37395.1857891221,53550.2128045948,70431.62545969,92466.2515052154,137015.208108617,185715.598293277,12,4,2020,1,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",66317.5558534601,25995.1868761697,34238.1199853353,50330.2162431303,66317.5558534601,88527.5742467816,132411.13239136,184040.9817617,12,4,2020,2,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",62770.4325979635,22550.5813800124,31651.6351120774,46923.6464574457,62770.4325979635,84453.784954347,127230.3323811,181663.724090401,12,4,2020,3,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",59603.6288094819,19502.7813564993,29362.9941068172,43793.1236704153,59603.6288094819,81806.950880184,122563.96581955,181579.481458157,12,4,2020,4,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",56942.6369190136,17621.2428346425,26996.1790607927,40982.7992344299,56942.6369190136,78737.6988054373,121559.926199145,180025.104214835,12,4,2020,5,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",54176.3793555277,16427.4003388583,24332.8980690139,38213.4145272805,54176.3793555277,75715.2215579398,118703.892044206,174013.918102364,12,4,2020,6,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",52176.0110110945,14507.4491514846,22168.0998522255,35692.8258335732,52176.0110110945,72902.6046231588,118254.924838334,172962.385532466,12,4,2020,7,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",49589.8427009885,12681.4420924825,20048.2752065166,33389.6762380141,49589.8427009885,70452.439864802,118498.214298057,174454.426161194,12,4,2020,8,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",46999.5960061798,11158.92088707,18037.6394053425,31110.1585901734,46999.5960061798,68051.2438989119,118319.30590081,174341.745198773,12,4,2020,9,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",44395.0587488543,10051.7135961791,16296.197410217,28873.4682473362,44395.0587488543,65444.0024851654,117542.241573577,172325.585710556,12,4,2020,10,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",42061.3994406494,9058.27529632465,14600.6836688628,26856.0431614918,42061.3994406494,63519.1088171324,116470.831410763,170216.073753279,12,4,2020,11,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",40011.8991223494,8163.27605782799,13324.6443195622,24902.8814125591,40011.8991223494,60927.0164136894,115950.423324169,172442.081317308,12,4,2020,12,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",38159.8297213387,7355.02229232501,12022.2703745773,23269.5470290359,38159.8297213387,58687.6363240041,115353.049502376,169566.710602467,12,4,2020,13,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",36199.6799724571,6571.63997519277,11095.4998767097,21671.9013667086,36199.6799724571,56224.4935090798,113628.598431033,169392.260970331,12,4,2020,14,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",34334.6301433785,5835.40314438828,10104.6444838077,19810.2716947363,34334.6301433785,54022.7725877524,114013.904892435,169140.031960587,12,4,2020,15,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",32392.5578530819,5161.57157526846,9038.9935414271,18362.0020510558,32392.5578530819,52784.0690964624,112012.367008836,169409.566419883,12,4,2020,16,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",30779.8227755617,4537.00348798203,8199.62104398419,17034.1227986217,30779.8227755617,51075.6609362771,110617.602452088,169795.026533947,12,4,2020,17,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",29125.0084243955,4027.74474645718,7456.46591916736,15759.5812943222,29125.0084243955,50064.5147042703,108467.48686879,167845.017296096,12,4,2020,18,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",27569.2198093043,3576.32433202468,6757.26906114823,14549.229277308,27569.2198093043,47810.4514112919,107986.086888465,167325.541160291,12,4,2020,19,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",25951.9596631348,3175.49564053644,6135.52951021131,13531.1225234704,25951.9596631348,46368.1371138307,107064.118778238,167233.104443649,12,4,2020,20,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",24631.2689625629,2819.59035941968,5590.79251384222,12503.2656007648,24631.2689625629,45202.5863441593,106455.505234842,168061.001994034,12,4,2020,21,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",23301.182358893,2503.57494782342,5101.90314193279,11666.0431521369,23301.182358893,43427.6641052617,105647.251859367,169118.731467339,12,4,2020,22,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",22061.2055099612,2239.95819077262,4636.23795906503,10834.7333602067,22061.2055099612,41939.6277520513,104464.73794878,170390.212832375,12,4,2020,23,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",20965.8241684938,2002.79578190117,4215.82775854351,10066.5725806164,20965.8241684938,40710.3133657677,104273.085726231,171295.431254227,12,4,2020,24,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",19942.7014182995,1786.98744757172,3833.52041071688,9377.71015411296,19942.7014182995,39670.1416024691,103376.641602893,171308.302298866,12,4,2020,25,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",18893.0507125122,1578.91188970047,3468.26736880012,8691.11534909589,18893.0507125122,38654.6047602787,102758.392912453,171267.922097403,12,4,2020,26,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",17921.1192608833,1401.9946181269,3113.19514479392,8084.40033266479,17921.1192608833,37532.2923832832,102556.862859164,172842.56003848,12,4,2020,27,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",16917.044696868,1244.90221893782,2810.09516138268,7493.64613447951,16917.044696868,36118.5245157912,102142.893146267,175707.72352073,12,4,2020,28,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",16061.5810655214,1105.41326631514,2549.03948348773,6974.10966278695,16061.5810655214,34699.2224672513,101466.741509134,176557.962255669,12,4,2020,29,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",15094.6573818965,981.555188732909,2312.24981383466,6455.27658727661,15094.6573818965,33272.8891801431,100767.012743309,177138.799975443,12,4,2020,30,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",14363.5593528003,871.576408961016,2097.46992231757,6006.37442655738,14363.5593528003,32055.4258883121,100044.618556301,175938.964379944,12,4,2020,1,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",13610.2478492534,773.921598850907,1892.96009285368,5593.97543366241,13610.2478492534,30994.3772295618,99300.4728866172,174675.84642128,12,4,2020,2,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections",12914.7588796465,687.209701570423,1702.21743846532,5207.03172366579,12914.7588796465,30008.5423211458,98530.346763654,173351.607430113,12,4,2020,3,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1271006.27199976,681711.183369395,805615.064336471,1041080.89246318,1271006.27199976,1568930.45161271,2183844.43085703,2788916.89640355,12,4,2020,23,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1405701.21605566,753967.438411467,889016.433216485,1151542.03110395,1405701.21605566,1732207.11524642,2434406.87484136,3081978.28945737,12,4,2020,24,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1487141.60332291,794571.788604772,938563.097082715,1215188.15638204,1487141.60332291,1822888.65015676,2536783.5751209,3218292.55893128,12,4,2020,25,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1572099.57683447,834167.851309945,989276.308385549,1282741.60622898,1572099.57683447,1923206.59738299,2658705.16503224,3379993.21770646,12,4,2020,26,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1652522.32514117,879155.818349663,1051758.8459805,1355928.08211685,1652522.32514117,2024597.45022657,2801198.03124689,3530008.34003744,12,4,2020,27,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1746248.26910254,929799.143568514,1113454.46318487,1424041.45662225,1746248.26910254,2120473.93282845,2927155.85225221,3685452.75652981,12,4,2020,28,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1831054.61567383,974646.911451023,1168784.14463586,1494769.72649577,1831054.61567383,2223212.39761197,3065843.7497472,3832110.56549534,12,4,2020,29,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1907604.3931539,1016169.06655756,1224988.15614297,1557486.13462275,1907604.3931539,2317811.12767927,3195664.69621063,3968016.30635367,12,4,2020,30,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",1987204.86246667,1049290.39195948,1287286.64960184,1619050.73658469,1987204.86246667,2401671.82750888,3317741.24338016,4127758.642212,12,4,2020,31,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2055836.41475407,1082724.15254065,1340367.66251181,1679681.57816577,2055836.41475407,2485524.4087292,3424373.7081579,4318159.34880282,12,4,2020,1,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2127551.7057527,1114759.35244064,1380246.53170974,1735272.49611169,2127551.7057527,2583380.87686651,3550679.84578139,4435842.52085398,12,4,2020,2,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2202418.93012722,1145019.17106663,1428989.04107628,1783560.65574142,2202418.93012722,2657272.43360749,3655335.81852233,4537494.16024598,12,4,2020,3,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2263080.47387121,1173629.43770097,1472905.20625983,1828600.93980847,2263080.47387121,2731229.53244734,3780476.53067674,4635461.94285632,12,4,2020,4,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2321387.69909264,1196597.10968158,1503057.74725646,1871277.59735938,2321387.69909264,2806718.17433311,3895443.89376737,4783331.44624581,12,4,2020,5,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2371209.70141469,1217877.68312405,1533808.2108305,1909899.91711413,2371209.70141469,2895832.76431028,4035791.71113285,4962272.24788104,12,4,2020,6,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2421509.59200803,1239275.7866467,1563549.19079416,1954441.75227422,2421509.59200803,2958189.59851793,4128008.82739452,5097803.57651005,12,4,2020,7,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2473056.23537097,1259360.08924042,1589028.31820594,1995864.35173691,2473056.23537097,3025371.30090765,4263561.36043339,5297821.32082092,12,4,2020,8,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2523570.72879064,1278036.39683379,1615964.29367083,2027010.42123559,2523570.72879064,3099367.16735787,4349018.83129315,5495566.1957653,12,4,2020,9,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2562716.24114161,1295416.15752823,1633069.65659177,2064439.66957282,2562716.24114161,3174766.33441676,4446379.2665333,5666971.89495753,12,4,2020,10,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2610682.66807933,1311619.07408101,1651375.09101042,2095337.51783408,2610682.66807933,3254466.73402023,4528999.97847776,5834367.1158755,12,4,2020,11,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2651332.13207128,1328657.8609521,1670355.48539758,2131024.41832181,2651332.13207128,3311518.87280562,4628038.39559409,5998463.82528646,12,4,2020,12,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2694743.15360974,1346464.742857,1687041.26049084,2157145.01377718,2694743.15360974,3382043.42328729,4724192.43364256,6068733.56355397,12,4,2020,13,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2730390.94577628,1363267.88698812,1701846.63460276,2183628.77570031,2730390.94577628,3447829.68865996,4806003.67449391,6125653.92935125,12,4,2020,14,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2761881.55039466,1373923.03889724,1712273.04910026,2211528.45814944,2761881.55039466,3499100.55450845,4895548.6298906,6185943.05655373,12,4,2020,15,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2791674.07869813,1379361.63883035,1725531.73083791,2240998.97310794,2791674.07869813,3546141.31297899,5012134.77344394,6405370.83810493,12,4,2020,16,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2824860.37445154,1389956.83507818,1736081.63753444,2266547.94613931,2824860.37445154,3589506.83721769,5097483.51374865,6625344.82641479,12,4,2020,17,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2855326.50010793,1404432.58956572,1746626.32002165,2292003.45367109,2855326.50010793,3638775.62230125,5184379.10224551,6845493.53741716,12,4,2020,18,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2892886.5486841,1416758.62961121,1755887.57545897,2311125.80036174,2892886.5486841,3686798.25144683,5273796.84740299,7012959.43167996,12,4,2020,19,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2925516.73425651,1423890.35078715,1762544.58741708,2336797.74438159,2925516.73425651,3741431.07325061,5352969.56100436,7065969.31656223,12,4,2020,20,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2950511.19885824,1430487.66942215,1772358.24762584,2358095.04887129,2950511.19885824,3780540.12042913,5436759.30121211,7234861.80004616,12,4,2020,21,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",2977595.35287335,1436590.56987829,1776072.01188781,2378957.94284007,2977595.35287335,3809613.32401681,5488896.76682379,7341251.01432311,12,4,2020,22,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3011184.85759687,1442236.05528846,1782877.20274196,2396016.05896624,3011184.85759687,3839525.79603507,5542970.66902591,7449376.29462619,12,4,2020,23,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3037201.73159035,1447458.36819753,1794870.80583432,2413682.20046514,3037201.73159035,3870626.66877281,5593054.98341097,7631856.15268757,12,4,2020,24,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3059848.16515958,1452289.19511927,1802584.812477,2427239.33538395,3059848.16515958,3916406.11207051,5646931.08821039,7813517.80961689,12,4,2020,25,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3090848.8920017,1456757.85614429,1808753.38137609,2436937.26004296,3090848.8920017,3964369.67514012,5699016.51368736,7994287.3818899,12,4,2020,26,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3112366.30487051,1460891.48066246,1815211.96049107,2445942.88395696,3112366.30487051,3987438.63736829,5777646.33227769,8124385.22712212,12,4,2020,27,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3134973.80669992,1464715.17019103,1822403.94995665,2456888.2015227,3134973.80669992,4014690.83211153,5805248.08239563,8199293.77234421,12,4,2020,28,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3146314.14883431,1467838.34563681,1828700.32665526,2468666.83182406,3146314.14883431,4050460.88371679,5857513.14563929,8240079.17233037,12,4,2020,29,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3154343.28788585,1471475.72834362,1837079.85148857,2480809.42417049,3154343.28788585,4087465.632898,5924931.36140025,8346053.24460331,12,4,2020,30,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3167770.75154549,1474473.70014348,1844938.40572567,2490070.62579714,3167770.75154549,4124946.89253721,6016839.93629738,8478497.28275281,12,4,2020,1,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3182264.7519691,1477246.40032939,1852575.71080981,2494189.2367511,3182264.7519691,4159979.32975203,6107012.82514925,8609011.25960233,12,4,2020,2,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","infections_cum",3194357.24707464,1479810.75940238,1859509.01561153,2505720.7889249,3194357.24707464,4197241.30620802,6195362.38258215,8785323.40063288,12,4,2020,3,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",176.16926761689,143.190514313002,151.797335379836,165.98105888509,176.16926761689,186.28980043665,201.576289603241,211.470663806188,12,4,2020,23,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",206.15911123835,171.058119507081,180.23548752628,195.221946211444,206.15911123835,216.68687113061,232.890636206577,241.683813290538,12,4,2020,24,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",241.085885736858,203.721553495824,214.175471197826,229.790525018061,241.085885736858,252.369668921575,268.880027500127,278.182630806384,12,4,2020,25,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",282.24770394241,242.306997647742,253.082426218079,269.971930894719,282.24770394241,293.219657877984,311.676172790693,319.788610694317,12,4,2020,26,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",328.964199513608,286.887767274845,298.15451171382,315.701070511208,328.964199513608,340.562712609228,359.170855613362,368.43901744619,12,4,2020,27,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",380.996112698723,334.762782789351,347.407970854079,367.129117937115,380.996112698723,393.450213326213,412.104759172036,422.860353579531,12,4,2020,28,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",437.647172862709,388.772166110601,400.659352363963,422.547409278727,437.647172862709,451.769189634542,471.632426612672,484.572186418773,12,4,2020,29,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",498.22768857538,447.731441032634,458.656808910144,481.669211530028,498.22768857538,514.034384104577,536.132111073348,551.210421325974,12,4,2020,30,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",561.421704937583,508.21169818479,518.821708483273,543.63171543594,561.421704937583,578.606055570742,603.365092056116,618.615551456748,12,4,2020,31,3,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",625.279906298151,566.082424142336,579.153201024747,605.604365378212,625.279906298151,643.303214830529,672.466614012502,689.216387280311,12,4,2020,1,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",688.158285945622,620.482709140931,639.016113791939,666.822766257948,688.158285945622,708.063903132298,740.006823150116,760.909941848228,12,4,2020,2,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",748.736996817974,673.361227740557,696.336694535227,725.766852081849,748.736996817974,768.63318663112,802.524262505579,829.747107710647,12,4,2020,3,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",804.853928670282,720.539357806809,747.820660721952,781.587564686565,804.853928670282,826.973706330222,864.076580357819,890.080363682323,12,4,2020,4,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",855.352396019453,767.139550989123,794.955374369272,831.843789975301,855.352396019453,880.336878755373,922.39466777744,947.995646265212,12,4,2020,5,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",900.738437453988,806.415577102522,835.551673953992,876.607120610508,900.738437453988,930.889107786257,972.119410932966,1008.66893107589,12,4,2020,6,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",941.475936570532,837.119346004404,868.035509832426,913.774438739039,941.475936570532,974.764299736073,1015.37442814619,1060.51695687148,12,4,2020,7,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",975.356313963921,859.234122061786,893.663804465072,944.516086144618,975.356313963921,1011.52636523381,1058.80607573842,1102.68875605725,12,4,2020,8,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1002.59421681425,874.655510543211,910.205659338852,965.93719039061,1002.59421681425,1041.84792776563,1099.28532444056,1152.81580866035,12,4,2020,9,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1022.95510020411,881.396150257973,921.453814260931,979.050309192358,1022.95510020411,1068.17773451303,1137.15792875848,1194.34677340925,12,4,2020,10,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1037.10125801663,881.983660918952,923.999034467417,986.52006100721,1037.10125801663,1086.95218189344,1170.1882482793,1248.71051369613,12,4,2020,11,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1045.57782651329,874.71625822576,918.056506484225,987.994699146515,1045.57782651329,1102.33135000521,1197.63240094432,1289.09313910201,12,4,2020,12,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1046.47862000131,863.897196739227,905.795286655705,982.036259952248,1046.47862000131,1110.56506905359,1226.37590688913,1323.65514946059,12,4,2020,13,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1040.95806068208,843.48391707207,887.344190797539,968.830497538868,1040.95806068208,1114.60974637468,1248.25457345419,1363.72308749406,12,4,2020,14,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1032.76138189429,814.853210013248,863.559529261708,952.492172188166,1032.76138189429,1116.60869414506,1266.32906572636,1396.89627398219,12,4,2020,15,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1022.20375570512,787.614395091281,835.407498511429,931.783044746965,1022.20375570512,1115.74275967809,1282.67337802571,1428.96457059074,12,4,2020,16,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",1004.16731735799,752.120006583119,804.556202598486,906.65123047235,1004.16731735799,1112.20525713036,1295.44322463223,1458.12218891747,12,4,2020,17,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",984.404034229118,710.254927289213,773.114711735259,880.98804519927,984.404034229118,1105.38357143979,1308.47417813978,1487.19988230545,12,4,2020,18,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",960.829855625253,669.261428986227,739.345363863519,851.103722317658,960.829855625253,1091.64198255886,1324.739227888,1524.25735817064,12,4,2020,19,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",933.924646933201,630.422695007077,704.68626040961,818.943245845108,933.924646933201,1079.47737039386,1344.92931436364,1558.12854855738,12,4,2020,20,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",909.051939578751,591.613040502958,667.21474136724,785.176264626284,909.051939578751,1060.40755869556,1353.07580302698,1590.20478142435,12,4,2020,21,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",879.819268802961,553.243340173056,627.990157132906,750.320222745455,879.819268802961,1046.7059314392,1359.59854522122,1620.56785965454,12,4,2020,22,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",849.145491267507,511.319098271012,589.401625254995,714.64422811929,849.145491267507,1023.81328311941,1350.08723991846,1649.2933246233,12,4,2020,23,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",819.707357568107,476.941852340795,554.474049614848,678.372779993343,819.707357568107,1002.96602999262,1346.94349630405,1676.44962322818,12,4,2020,24,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",788.612021799389,444.004663440863,519.273080634687,644.650124872579,788.612021799389,981.571282018351,1347.15648808945,1702.09771026688,12,4,2020,25,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",759.235814804314,412.426448456194,484.580008581273,611.299212456186,759.235814804314,960.075570174139,1345.87846105932,1726.29099334669,12,4,2020,26,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",726.32060141736,383.1775773899,452.093940010223,577.138267935181,726.32060141736,937.443338427872,1343.11152287404,1748.98390344591,12,4,2020,27,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",694.758009671937,353.420299822157,420.519694450959,545.319570268863,694.758009671937,914.199988526118,1340.36410828864,1770.28795777074,12,4,2020,28,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",662.905316749005,324.730916656141,388.249329227889,513.626884387613,662.905316749005,887.370160219179,1336.24118147767,1790.25171860689,12,4,2020,29,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",632.036193806942,296.661948762566,358.904436264155,482.185599397757,632.036193806942,864.323817199261,1331.10643344939,1808.90239179808,12,4,2020,30,4,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",604.163764822211,270.666962561488,332.777021030453,453.51759108974,604.163764822211,843.767739723185,1325.09253575223,1826.26204244544,12,4,2020,1,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",577.403900642136,246.662480393319,306.76243147672,425.091033760266,577.403900642136,819.702788260612,1318.06311975953,1842.3482858194,12,4,2020,2,5,2020,"forecast - tight prior"
"PHE","forecast - tight prior","England","death_inc_line",549.51178314982,225.052314073164,282.360881567295,398.173060876134,549.51178314982,795.584239693205,1312.73970464961,1857.17497349859,12,4,2020,3,5,2020,"forecast - tight prior"
